"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 10월 30일","16.40","16.74","16.74","16.28","576.00K","-1.74%"
"2019년 10월 29일","16.69","16.09","16.78","15.97","443.24K","3.34%"
"2019년 10월 28일","16.15","16.32","16.47","16.10","438.30K","-0.31%"
"2019년 10월 25일","16.20","15.70","16.35","15.55","554.09K","3.32%"
"2019년 10월 24일","15.68","15.49","15.78","15.38","439.35K","1.88%"
"2019년 10월 23일","15.39","15.27","15.54","15.20","404.28K","0.98%"
"2019년 10월 22일","15.24","15.15","15.52","14.97","498.60K","0.93%"
"2019년 10월 21일","15.10","15.30","15.54","15.08","607.50K","-0.33%"
"2019년 10월 18일","15.15","15.13","15.43","15.03","515.21K","0.00%"
"2019년 10월 17일","15.15","14.85","15.38","14.81","478.12K","2.71%"
"2019년 10월 16일","14.75","15.60","15.74","14.73","732.42K","-5.57%"
"2019년 10월 15일","15.62","15.72","16.33","15.56","1.17M","-0.92%"
"2019년 10월 14일","15.77","15.66","15.92","15.54","415.84K","0.99%"
"2019년 10월 11일","15.61","15.91","16.09","15.60","443.80K","-0.51%"
"2019년 10월 10일","15.69","15.53","15.83","15.42","439.76K","1.75%"
"2019년 10월 09일","15.42","15.46","15.75","15.30","517.88K","-0.26%"
"2019년 10월 08일","15.46","15.02","15.60","14.89","1.35M","1.84%"
"2019년 10월 07일","15.18","15.23","15.44","14.98","730.10K","0.60%"
"2019년 10월 04일","15.09","14.80","15.40","14.69","547.97K","2.51%"
"2019년 10월 03일","14.72","14.25","14.90","14.01","641.21K","2.44%"
"2019년 10월 02일","14.37","14.26","14.57","14.03","681.04K","0.21%"
"2019년 10월 01일","14.34","15.13","15.27","13.87","917.48K","-4.43%"
"2019년 09월 30일","15.01","14.57","15.01","14.34","811.26K","3.41%"
"2019년 09월 27일","14.51","13.91","14.66","13.91","715.57K","3.57%"
"2019년 09월 26일","14.01","14.06","14.09","13.82","635.72K","-0.64%"
"2019년 09월 25일","14.10","13.80","14.21","13.67","738.35K","1.37%"
"2019년 09월 24일","13.91","14.81","14.90","13.88","584.68K","-5.95%"
"2019년 09월 23일","14.79","14.91","15.08","14.55","517.65K","-1.27%"
"2019년 09월 20일","14.98","14.93","15.09","14.78","1.80M","0.67%"
"2019년 09월 19일","14.88","14.76","14.90","14.53","764.66K","1.22%"
"2019년 09월 18일","14.70","15.04","15.09","14.56","671.82K","-2.20%"
"2019년 09월 17일","15.03","15.65","15.85","14.93","1.03M","-4.69%"
"2019년 09월 16일","15.77","16.07","16.43","15.55","1.37M","-0.76%"
"2019년 09월 13일","15.89","15.43","15.99","14.90","1.28M","3.62%"
"2019년 09월 12일","15.34","15.17","15.34","14.90","1.07M","0.56%"
"2019년 09월 11일","15.25","15.23","15.41","14.41","1.08M","1.19%"
"2019년 09월 10일","15.07","14.66","15.28","14.59","1.30M","2.94%"
"2019년 09월 09일","14.64","14.10","14.68","13.77","1.16M","3.98%"
"2019년 09월 06일","14.08","13.60","14.32","13.53","1.61M","4.53%"
"2019년 09월 05일","13.47","12.61","13.66","12.55","1.67M","7.76%"
"2019년 09월 04일","12.50","12.18","12.52","12.18","672.14K","4.17%"
"2019년 09월 03일","12.00","11.91","12.19","11.72","777.45K","-1.40%"
"2019년 08월 30일","12.17","12.00","12.23","11.79","555.61K","1.42%"
"2019년 08월 29일","12.00","11.55","12.09","11.53","812.89K","4.08%"
"2019년 08월 28일","11.53","11.19","11.63","11.00","772.63K","3.69%"
"2019년 08월 27일","11.12","11.65","11.68","11.05","738.36K","-3.39%"
"2019년 08월 26일","11.51","11.60","11.89","11.20","1.11M","-0.95%"
"2019년 08월 23일","11.62","10.83","11.72","10.42","1.42M","5.35%"
"2019년 08월 22일","11.03","10.93","11.59","10.59","1.16M","1.85%"
"2019년 08월 21일","10.83","10.71","10.93","10.52","820.59K","1.12%"
"2019년 08월 20일","10.71","10.90","10.90","10.48","857.35K","-2.01%"
"2019년 08월 19일","10.93","10.90","11.10","10.80","841.00K","1.49%"
"2019년 08월 16일","10.77","10.97","11.14","10.65","877.10K","-1.64%"
"2019년 08월 15일","10.95","11.30","11.41","10.85","859.90K","-3.52%"
"2019년 08월 14일","11.35","12.01","12.11","11.33","1.40M","-7.72%"
"2019년 08월 13일","12.30","12.23","12.45","11.96","534.64K","0.33%"
"2019년 08월 12일","12.26","12.80","12.85","12.15","980.41K","-4.59%"
"2019년 08월 09일","12.85","12.70","12.94","12.19","793.19K","1.02%"
"2019년 08월 08일","12.72","11.99","12.75","11.88","1.16M","6.76%"
"2019년 08월 07일","11.91","11.05","12.20","9.90","2.10M","-5.66%"
"2019년 08월 06일","12.63","12.73","12.90","12.39","723.46K","-0.47%"
"2019년 08월 05일","12.69","13.03","13.24","12.43","697.88K","-4.01%"
"2019년 08월 02일","13.22","13.58","13.90","13.21","289.49K","-2.87%"
"2019년 08월 01일","13.61","13.63","14.02","13.54","459.72K","0.15%"
"2019년 07월 31일","13.59","13.73","14.07","13.54","389.03K","-1.24%"
"2019년 07월 30일","13.76","13.51","13.96","13.25","494.69K","-0.65%"
"2019년 07월 29일","13.85","13.79","14.02","13.69","335.13K","-0.14%"
"2019년 07월 26일","13.87","13.34","13.96","13.15","540.59K","3.97%"
"2019년 07월 25일","13.34","14.54","14.60","13.19","1.01M","-8.32%"
"2019년 07월 24일","14.55","15.26","15.42","14.53","720.31K","-4.84%"
"2019년 07월 23일","15.29","15.14","15.50","15.14","435.19K","1.19%"
"2019년 07월 22일","15.11","15.65","15.68","15.10","637.77K","-2.83%"
"2019년 07월 19일","15.55","15.30","15.63","15.28","586.00K","1.37%"
"2019년 07월 18일","15.34","15.24","15.57","15.13","513.70K","0.66%"
"2019년 07월 17일","15.24","15.31","15.59","15.16","332.12K","-0.72%"
"2019년 07월 16일","15.35","15.47","15.58","15.31","350.21K","-0.52%"
"2019년 07월 15일","15.43","15.60","15.64","15.20","443.18K","-1.09%"
"2019년 07월 12일","15.60","15.60","15.78","15.48","432.04K","-0.06%"
"2019년 07월 11일","15.61","15.56","15.69","15.46","521.07K","0.32%"
"2019년 07월 10일","15.56","15.97","16.02","15.54","584.57K","-1.95%"
"2019년 07월 09일","15.87","15.88","16.01","15.72","381.23K","-0.50%"
"2019년 07월 08일","15.95","15.81","16.06","15.72","549.91K","0.76%"
"2019년 07월 05일","15.83","15.74","15.84","15.55","298.66K","0.57%"
"2019년 07월 03일","15.74","15.82","15.82","15.15","350.34K","-0.19%"
"2019년 07월 02일","15.77","16.09","16.09","15.57","604.22K","-2.23%"
"2019년 07월 01일","16.13","16.09","16.44","16.03","730.33K","1.70%"
"2019년 06월 28일","15.86","16.09","16.25","15.78","1.60M","-1.73%"
"2019년 06월 27일","16.14","15.95","16.21","15.82","554.54K","1.06%"
"2019년 06월 26일","15.97","15.99","16.39","15.92","711.96K","0.95%"
"2019년 06월 25일","15.82","16.38","16.38","15.74","651.57K","-2.41%"
"2019년 06월 24일","16.21","17.08","17.30","16.14","1.22M","-1.34%"
"2019년 06월 21일","16.43","16.14","16.45","15.88","1.25M","1.67%"
"2019년 06월 20일","16.16","16.20","16.50","15.85","724.00K","0.56%"
"2019년 06월 19일","16.07","15.51","16.39","15.38","1.28M","5.65%"
"2019년 06월 18일","15.21","14.48","16.10","14.48","1.32M","6.29%"
"2019년 06월 17일","14.31","14.02","14.38","14.02","448.41K","1.71%"
"2019년 06월 14일","14.07","13.98","14.18","13.59","598.74K","0.43%"
"2019년 06월 13일","14.01","13.57","14.03","13.40","589.34K","3.47%"
"2019년 06월 12일","13.54","13.87","14.04","13.43","437.60K","-3.22%"
"2019년 06월 11일","13.99","14.13","14.26","13.84","510.59K","-0.43%"
"2019년 06월 10일","14.05","14.43","14.61","14.02","618.53K","-2.09%"
"2019년 06월 07일","14.35","14.13","14.49","13.96","608.09K","1.85%"
"2019년 06월 06일","14.09","14.35","14.69","13.75","871.85K","-2.02%"
"2019년 06월 05일","14.38","15.14","15.22","14.27","643.30K","-4.77%"
"2019년 06월 04일","15.10","15.46","15.66","15.06","700.84K","-1.63%"
"2019년 06월 03일","15.35","15.55","15.72","15.32","610.45K","-1.85%"
"2019년 05월 31일","15.64","15.36","15.67","15.15","737.32K","0.39%"
"2019년 05월 30일","15.58","15.84","15.95","15.30","683.72K","-1.64%"
"2019년 05월 29일","15.84","15.80","16.04","15.68","597.92K","-1.00%"
"2019년 05월 28일","16.00","16.03","16.22","15.73","1.02M","-0.06%"
"2019년 05월 24일","16.01","16.01","16.26","15.64","594.33K","0.57%"
"2019년 05월 23일","15.92","15.86","16.17","15.71","1.13M","-0.81%"
"2019년 05월 22일","16.05","16.10","16.31","15.77","888.09K","-1.17%"
"2019년 05월 21일","16.24","16.42","16.54","15.92","762.99K","-0.79%"
"2019년 05월 20일","16.37","16.27","16.48","15.90","676.40K","0.18%"
"2019년 05월 17일","16.34","16.62","16.90","16.01","831.02K","-2.27%"
"2019년 05월 16일","16.72","16.77","17.19","16.72","793.19K","0.30%"
"2019년 05월 15일","16.67","16.60","17.06","16.39","1.11M","-0.12%"
"2019년 05월 14일","16.69","16.95","17.33","16.68","1.84M","0.00%"
"2019년 05월 13일","16.69","16.86","17.00","16.58","1.10M","-1.59%"
"2019년 05월 10일","16.96","16.94","17.03","16.72","642.47K","-0.06%"
"2019년 05월 09일","16.97","16.83","17.06","16.22","1.17M","0.53%"
"2019년 05월 08일","16.88","17.00","17.20","16.66","1.39M","-0.18%"
"2019년 05월 07일","16.91","17.29","17.58","16.56","1.09M","-3.26%"
"2019년 05월 06일","17.48","17.55","17.82","16.53","2.09M","-2.24%"
"2019년 05월 03일","17.88","20.52","20.96","17.12","2.42M","-20.60%"
"2019년 05월 02일","22.52","23.33","24.00","22.42","870.53K","-4.01%"
"2019년 05월 01일","23.46","24.15","24.35","23.41","848.27K","-2.74%"
"2019년 04월 30일","24.12","24.40","24.43","23.60","613.75K","0.04%"
"2019년 04월 29일","24.11","23.70","24.21","23.59","341.59K","1.86%"
"2019년 04월 26일","23.67","23.26","23.70","23.03","282.90K","1.63%"
"2019년 04월 25일","23.29","23.17","23.55","23.10","429.82K","0.60%"
"2019년 04월 24일","23.15","23.33","23.50","22.71","497.09K","-0.09%"
"2019년 04월 23일","23.17","23.66","23.95","23.11","356.42K","-2.07%"
"2019년 04월 22일","23.66","23.23","23.71","23.17","372.52K","2.60%"
"2019년 04월 18일","23.06","23.03","23.53","22.92","270.21K","0.17%"
"2019년 04월 17일","23.02","23.44","23.46","22.86","499.16K","-0.86%"
"2019년 04월 16일","23.22","23.21","23.25","22.79","313.05K","0.26%"
"2019년 04월 15일","23.16","23.33","23.57","23.00","296.73K","-0.73%"
"2019년 04월 12일","23.33","23.53","23.53","23.05","348.21K","0.82%"
"2019년 04월 11일","23.14","23.44","23.64","22.87","431.74K","-1.32%"
"2019년 04월 10일","23.45","22.79","23.62","22.79","505.93K","3.35%"
"2019년 04월 09일","22.69","22.70","23.05","22.49","385.57K","-0.13%"
"2019년 04월 08일","22.72","23.38","23.72","22.57","489.89K","-2.36%"
"2019년 04월 05일","23.27","22.59","23.30","22.59","837.97K","3.42%"
"2019년 04월 04일","22.50","22.10","22.82","22.10","423.47K","2.37%"
"2019년 04월 03일","21.98","21.94","23.00","21.89","454.37K","0.78%"
"2019년 04월 02일","21.81","21.97","22.40","21.69","583.59K","-0.55%"
"2019년 04월 01일","21.93","22.14","22.14","21.42","643.80K","-0.14%"
"2019년 03월 29일","21.96","22.58","22.84","21.81","820.58K","-2.49%"
"2019년 03월 28일","22.52","22.84","23.30","22.21","551.66K","-1.70%"
"2019년 03월 27일","22.91","22.67","23.31","22.67","459.23K","0.84%"
"2019년 03월 26일","22.72","22.50","22.88","22.18","531.65K","1.79%"
"2019년 03월 25일","22.32","22.27","22.59","22.05","558.30K","-0.27%"
"2019년 03월 22일","22.38","22.53","22.91","22.38","484.06K","-1.28%"
"2019년 03월 21일","22.67","22.50","22.80","22.18","565.79K","0.85%"
"2019년 03월 20일","22.48","22.69","22.89","22.40","491.88K","-1.14%"
"2019년 03월 19일","22.74","23.47","23.74","22.67","518.81K","-2.78%"
"2019년 03월 18일","23.39","23.27","23.70","23.06","711.51K","0.65%"
"2019년 03월 15일","23.24","23.82","24.37","22.99","1.59M","-2.88%"
"2019년 03월 14일","23.93","24.17","24.35","23.48","603.30K","-1.03%"
"2019년 03월 13일","24.18","23.60","24.22","23.56","662.35K","2.54%"
"2019년 03월 12일","23.58","23.27","24.06","23.27","527.90K","1.42%"
"2019년 03월 11일","23.25","23.61","23.97","23.09","997.99K","0.69%"
"2019년 03월 08일","23.09","23.31","23.50","21.97","776.27K","-1.70%"
"2019년 03월 07일","23.49","24.00","24.11","23.35","657.38K","-2.13%"
"2019년 03월 06일","24.00","26.25","26.25","23.42","1.16M","-10.38%"
"2019년 03월 05일","26.78","26.84","27.11","26.57","634.12K","-0.19%"
"2019년 03월 04일","26.83","26.59","26.92","25.89","482.68K","1.36%"
"2019년 03월 01일","26.47","26.65","26.90","26.18","448.87K","-0.38%"
"2019년 02월 28일","26.57","26.87","27.12","26.34","567.40K","-1.19%"
"2019년 02월 27일","26.89","26.75","27.20","26.39","271.68K","0.94%"
"2019년 02월 26일","26.64","26.50","27.00","26.35","467.14K","0.49%"
"2019년 02월 25일","26.51","27.01","27.29","26.09","410.43K","-1.49%"
"2019년 02월 22일","26.91","26.62","27.12","26.37","439.40K","1.28%"
"2019년 02월 21일","26.57","26.47","26.84","26.30","324.28K","0.38%"
"2019년 02월 20일","26.47","26.41","26.87","26.17","574.90K","0.23%"
"2019년 02월 19일","26.41","26.45","26.48","25.64","414.48K","-0.04%"
"2019년 02월 15일","26.42","26.43","26.65","26.32","389.37K","-0.04%"
"2019년 02월 14일","26.43","26.66","27.00","26.18","454.35K","-0.60%"
"2019년 02월 13일","26.59","26.04","26.76","26.04","450.51K","2.23%"
"2019년 02월 12일","26.01","26.63","27.53","25.77","661.68K","-1.40%"
"2019년 02월 11일","26.38","26.28","26.45","25.54","425.32K","0.11%"
"2019년 02월 08일","26.35","27.79","27.85","26.25","630.55K","-5.39%"
"2019년 02월 07일","27.85","28.08","28.46","27.64","401.18K","-0.96%"
"2019년 02월 06일","28.12","28.35","28.85","28.05","437.27K","-0.85%"
"2019년 02월 05일","28.36","28.50","28.58","28.04","252.85K","-0.67%"
"2019년 02월 04일","28.55","28.64","29.50","28.12","322.57K","-0.45%"
"2019년 02월 01일","28.68","29.04","29.61","28.52","652.41K","-0.76%"
"2019년 01월 31일","28.90","28.35","28.95","28.22","394.19K","2.41%"
"2019년 01월 30일","28.22","27.67","28.31","27.67","254.48K","2.66%"
"2019년 01월 29일","27.49","27.20","27.57","26.95","211.77K","1.29%"
"2019년 01월 28일","27.14","27.07","27.46","26.86","351.13K","-0.48%"
"2019년 01월 25일","27.27","26.92","27.69","26.88","279.24K","1.60%"
"2019년 01월 24일","26.84","26.76","27.06","26.62","181.59K","0.34%"
"2019년 01월 23일","26.75","27.10","27.56","26.69","466.73K","-0.96%"
"2019년 01월 22일","27.01","27.80","28.22","26.77","656.86K","-3.50%"
"2019년 01월 18일","27.99","27.66","28.32","27.64","258.61K","1.52%"
"2019년 01월 17일","27.57","26.84","27.57","26.68","464.66K","2.53%"
"2019년 01월 16일","26.89","26.61","27.40","26.54","278.27K","1.09%"
"2019년 01월 15일","26.60","26.39","26.73","26.17","317.00K","1.45%"
"2019년 01월 14일","26.22","26.00","26.45","25.85","311.98K","0.11%"
"2019년 01월 11일","26.19","26.20","26.79","26.04","275.98K","-0.80%"
"2019년 01월 10일","26.40","26.26","26.50","25.58","404.20K","-0.11%"
"2019년 01월 09일","26.43","26.69","26.83","25.84","929.28K","-0.49%"
"2019년 01월 08일","26.56","26.26","26.80","25.82","486.60K","1.84%"
"2019년 01월 07일","26.08","26.11","26.46","25.48","445.85K","0.04%"
"2019년 01월 04일","26.07","25.71","26.18","25.52","382.29K","2.68%"
"2019년 01월 03일","25.39","26.04","26.34","25.10","619.26K","-2.38%"
"2019년 01월 02일","26.01","25.34","26.26","25.06","563.50K","1.21%"
